hour,day_of_week,is_holiday,region_id,multiplier
21,3,0,1,1.0506
10,2,0,1,1.7116
20,3,0,1,1.9842
19,0,0,1,2.3751
16,1,0,1,1.1
23,1,0,1,1.0
5,1,0,1,1.0
10,4,1,1,1.0
18,6,0,1,1.7229
21,5,0,1,1.0
12,0,0,1,1.1766
21,4,0,1,1.089
18,0,0,1,2.0525
17,1,0,1,2.1423
1,0,0,1,1.0
7,4,0,1,1.0
3,3,0,1,1.0
10,4,0,1,1.7422
17,0,1,1,1.1829
10,2,0,1,1.7519
3,1,0,1,1.0
16,1,0,1,1.0
16,6,0,1,1.0
22,0,0,1,1.0
5,4,0,1,1.0998
22,2,0,1,1.0727
19,6,0,1,1.6962
14,1,0,1,1.385
20,3,0,1,2.4386
2,2,0,1,1.0
15,0,0,1,1.0
4,2,0,1,1.0
5,5,0,1,1.0
18,3,0,1,1.8488
19,5,0,1,1.4443
22,0,0,1,1.0
0,1,0,1,1.0162
11,2,1,1,1.0
8,4,0,1,1.7257
21,2,0,1,1.0
8,4,0,1,2.0772
19,5,0,1,1.332
8,4,0,1,2.0249
3,6,1,1,1.0
23,1,0,1,1.0971
12,3,0,1,1.2691
8,4,0,1,1.5618
19,1,0,1,2.3562
22,4,0,1,1.0
22,1,0,1,1.0459
23,1,0,1,1.0695
15,6,0,1,1.0
12,4,1,1,1.0
15,4,0,1,1.096
6,0,0,1,1.043
3,3,0,1,1.0929
5,0,0,1,1.0609
8,4,0,1,1.6968
11,3,0,1,1.0
18,1,0,1,2.4183
3,5,0,1,1.0
17,2,0,1,1.976
18,4,0,1,2.1434
3,0,0,1,1.0611
4,3,0,1,1.0372
16,4,0,1,1.0956
3,6,1,1,1.0
6,5,0,1,1.0
16,4,0,1,1.0084
2,0,0,1,1.0309
22,5,1,1,1.0
22,5,0,1,1.0
6,0,0,1,1.0
15,5,0,1,1.0
8,1,0,1,1.9538
14,6,0,1,1.0
0,6,0,1,1.0
13,4,0,1,1.4403
23,1,0,1,1.0288
4,0,0,1,1.0194
4,6,0,1,1.0
4,1,0,1,1.0508
16,5,0,1,1.0
10,0,0,1,2.0809
6,5,0,1,1.0
9,6,0,1,1.3574
12,5,0,1,1.0
11,1,0,1,1.065
10,5,0,1,1.133
10,0,0,1,2.2642
19,4,0,1,2.5579
19,2,0,1,1.8866
18,2,0,1,1.8553
2,4,0,1,1.0716
10,5,0,1,1.1598
19,1,0,1,2.3359
19,6,0,1,1.5504
4,4,0,1,1.0063
5,4,0,1,1.0682
4,3,0,1,1.0
7,6,0,1,1.0
21,5,0,1,1.0
17,0,0,1,2.2734
11,5,0,1,1.0
7,3,0,1,1.0
10,1,0,1,2.1263
8,3,0,1,1.8088
4,3,0,1,1.0454
3,5,0,1,1.0
5,2,0,1,1.0436
23,5,0,1,1.0
2,2,0,1,1.0259
6,6,0,1,1.0
3,2,0,1,1.0702
8,6,0,1,1.5552
22,5,0,1,1.0
9,0,0,1,1.7727
15,0,0,1,1.0983
13,6,0,1,1.0
12,6,0,1,1.0
2,6,0,1,1.0
5,4,0,1,1.0789
9,5,0,1,1.0529
16,4,1,1,1.0
15,0,0,1,1.0388
11,5,0,1,1.0
3,1,0,1,1.0
8,4,0,1,2.0258
13,6,1,1,1.0
1,6,0,1,1.0
13,1,0,1,1.1735
15,2,0,1,1.0653
20,3,0,1,1.8847
1,5,0,1,1.0
21,0,0,1,1.0626
16,2,0,1,1.0389
12,2,0,1,1.2417
20,1,0,1,2.4779
20,1,0,1,2.0333
3,0,0,1,1.0
15,2,0,1,1.0968
20,0,0,1,2.3524
17,6,0,1,1.616
21,1,0,1,1.0
3,6,0,1,1.0
5,6,0,1,1.0
15,1,0,1,1.0312
1,1,0,1,1.077
9,1,0,1,1.7816
13,1,0,1,1.366
14,0,0,1,1.1641
10,0,0,1,1.6826
13,3,0,1,1.3626
22,0,0,1,1.0836
9,3,0,1,1.8934
2,6,0,1,1.0
22,6,0,1,1.0
6,4,0,1,1.0305
15,3,0,1,1.0966
12,6,0,1,1.0363
11,3,0,1,1.0
9,5,0,1,1.3406
16,3,0,1,1.0
20,3,0,1,2.3006
23,0,1,1,1.0
17,5,0,1,1.5087
16,0,0,1,1.0088
3,4,0,1,1.0
21,6,0,1,1.0
11,3,0,1,1.0
5,1,0,1,1.0
3,3,0,1,1.0404
4,3,0,1,1.0955
19,5,0,1,1.3535
21,5,0,1,1.0
17,6,0,1,1.2843
13,2,0,1,1.2931
7,0,0,1,1.0
20,0,0,1,2.0126
3,4,0,1,1.0529
13,1,0,1,1.4445
9,3,0,1,1.7425
7,3,0,1,1.0
2,3,0,1,1.0753
12,4,0,1,1.4322
19,6,0,1,1.2586
19,3,0,1,1.9521
22,4,0,1,1.0
21,2,0,1,1.0
20,2,0,1,1.905
22,6,0,1,1.0
2,1,0,1,1.0842
20,3,0,1,2.43
1,2,0,1,1.0
23,2,0,1,1.0
23,0,0,1,1.0256
21,6,0,1,1.0
22,5,0,1,1.0
10,5,0,1,1.0336
17,6,0,1,1.5006
23,5,0,1,1.0
17,3,0,1,2.4758
8,0,0,1,1.6682
11,0,0,1,1.0
19,1,1,1,1.0
3,0,0,1,1.035
14,1,0,1,1.2461
5,1,1,1,1.0
6,0,0,1,1.0503
1,5,0,1,1.0
22,0,0,1,1.0
5,5,0,1,1.0
18,2,0,1,1.9517
22,4,1,1,1.0
8,1,0,1,1.9797
9,2,0,1,2.0659
22,2,0,1,1.0
6,4,0,1,1.0
8,5,0,1,1.2325
18,2,1,1,1.0505
13,6,0,1,1.0
11,1,0,1,1.0
2,6,0,1,1.0
16,4,0,1,1.0
0,6,0,1,1.0
4,6,0,1,1.0
4,1,0,1,1.0
22,4,0,1,1.0
23,4,0,1,1.0612
0,4,0,1,1.0054
15,5,0,1,1.0
16,6,0,1,1.0
12,2,0,1,1.3163
8,5,0,1,1.3518
7,6,0,1,1.0
13,6,0,1,1.0
16,1,0,1,1.0
20,5,0,1,1.3925
5,0,0,1,1.0413
4,5,1,1,1.0
17,5,1,1,1.0
9,2,1,1,1.0
1,0,0,1,1.0
7,2,0,1,1.0441
19,2,0,1,2.2069
2,4,0,1,1.0
23,5,0,1,1.0
4,0,0,1,1.0825
17,1,0,1,1.9917
7,6,0,1,1.0
1,0,0,1,1.0
22,5,0,1,1.0
10,6,0,1,1.481
3,4,0,1,1.0
8,1,0,1,1.9174
22,5,1,1,1.0
4,6,0,1,1.0
12,6,0,1,1.0
5,3,0,1,1.0
3,2,0,1,1.0107
10,3,0,1,1.755
6,1,0,1,1.0
6,5,1,1,1.0
11,4,0,1,1.0
8,4,0,1,1.7264
4,2,0,1,1.0293
8,5,0,1,1.1655
17,2,0,1,2.4725
5,4,0,1,1.0162
1,0,0,1,1.0
4,1,0,1,1.0
18,1,0,1,2.4091
2,3,0,1,1.0
1,6,0,1,1.0
17,6,0,1,1.5666
16,5,0,1,1.0
1,4,0,1,1.0739
20,3,0,1,2.1198
15,2,0,1,1.0
14,6,0,1,1.0
18,4,0,1,1.8318
22,0,1,1,1.0
9,0,0,1,1.9427
3,1,0,1,1.0
5,5,0,1,1.0
22,0,0,1,1.0
3,0,0,1,1.0458
19,1,0,1,2.3778
23,5,0,1,1.0
0,1,0,1,1.0
9,5,0,1,1.5576
2,5,0,1,1.0
1,1,0,1,1.0
11,3,0,1,1.0749
10,4,0,1,1.9033
0,3,0,1,1.018
6,1,0,1,1.06
15,0,0,1,1.0
11,0,0,1,1.0
4,3,0,1,1.0526
2,2,0,1,1.0318
22,5,0,1,1.0
20,1,0,1,2.3237
16,3,0,1,1.0457
1,3,0,1,1.0
21,3,0,1,1.052
18,3,0,1,2.3918
19,6,0,1,1.4665
22,2,0,1,1.0
4,3,0,1,1.0
9,6,0,1,1.4937
23,2,0,1,1.0574
16,4,0,1,1.0718
8,2,1,1,1.0
5,5,0,1,1.0
4,2,0,1,1.0
9,5,0,1,1.2719
13,4,0,1,1.3852
19,1,0,1,1.8831
1,0,0,1,1.0
3,1,0,1,1.0
17,0,0,1,2.0807
1,1,0,1,1.0
23,6,0,1,1.0
9,2,0,1,1.8337
21,3,0,1,1.0949
4,4,0,1,1.0
18,5,0,1,1.2455
3,6,0,1,1.0
2,1,0,1,1.0
1,5,1,1,1.0
18,6,0,1,1.5356
14,3,0,1,1.2602
8,0,0,1,2.2039
6,0,0,1,1.0
0,4,0,1,1.089
11,3,1,1,1.0
16,2,0,1,1.0
20,5,0,1,1.3731
2,6,0,1,1.0
3,1,0,1,1.0938
6,6,0,1,1.0
7,0,0,1,1.0
9,3,0,1,2.0195
11,4,0,1,1.0
13,1,0,1,1.171
23,2,0,1,1.0254
13,6,0,1,1.0
1,3,0,1,1.0408
6,1,0,1,1.0
1,6,0,1,1.0
18,4,1,1,1.0
2,1,0,1,1.004
7,3,0,1,1.0178
14,2,0,1,1.296
21,5,0,1,1.0
11,4,0,1,1.0066
5,2,0,1,1.0
3,5,1,1,1.0
2,5,0,1,1.0
23,6,0,1,1.0
5,6,0,1,1.0
23,2,0,1,1.0
4,3,0,1,1.0825
8,5,0,1,1.5084
7,1,0,1,1.0
6,0,0,1,1.0
17,2,0,1,2.2093
15,4,0,1,1.0
1,6,0,1,1.0
8,3,0,1,2.0238
4,5,0,1,1.0
0,2,0,1,1.0045
2,3,0,1,1.0
9,5,0,1,1.1775
6,2,0,1,1.0043
12,2,0,1,1.2751
1,1,1,1,1.0
6,4,0,1,1.093
2,2,0,1,1.0743
18,3,1,1,1.2188
12,4,0,1,1.309
5,1,0,1,1.0884
9,4,0,1,1.9723
22,5,0,1,1.0
1,5,0,1,1.0
13,5,0,1,1.0
14,4,0,1,1.3399
3,5,0,1,1.0
10,5,1,1,1.0
3,5,0,1,1.0
0,3,0,1,1.0541
17,0,0,1,2.1194
21,3,0,1,1.0
10,0,0,1,1.6903
0,0,0,1,1.0
18,2,0,1,2.3953
12,2,0,1,1.3146
6,3,0,1,1.0818
12,2,0,1,1.1368
15,4,0,1,1.0804
20,5,0,1,1.4809
17,5,1,1,1.0
2,2,0,1,1.0
22,2,0,1,1.0229
22,2,0,1,1.0
22,0,0,1,1.0824
5,3,1,1,1.0
15,0,0,1,1.0135
21,6,0,1,1.0
4,5,0,1,1.0
5,5,0,1,1.0
7,6,0,1,1.0
1,3,0,1,1.0
5,0,0,1,1.0303
12,3,0,1,1.2936
15,1,0,1,1.0
10,0,0,1,2.2208
2,5,0,1,1.0
7,0,0,1,1.0
0,4,0,1,1.0
20,4,0,1,1.9611
23,1,0,1,1.0289
11,0,0,1,1.0
8,6,0,1,1.4463
19,0,0,1,2.2303
20,0,1,1,1.0
13,2,0,1,1.1757
14,0,0,1,1.2985
13,1,0,1,1.1662
21,5,1,1,1.0
14,1,0,1,1.3182
10,4,0,1,1.8506
4,1,0,1,1.0694
10,2,0,1,1.8015
8,3,0,1,2.1499
20,6,0,1,1.3356
2,6,0,1,1.0
16,1,0,1,1.0
23,0,0,1,1.0883
5,1,0,1,1.0096
13,2,0,1,1.2669
4,1,0,1,1.0
13,5,0,1,1.0
1,2,0,1,1.0094
17,6,0,1,1.5796
14,1,0,1,1.4251
10,5,0,1,1.4395
12,6,0,1,1.0
2,6,0,1,1.0
8,6,0,1,1.0573
19,2,0,1,2.3823
3,4,1,1,1.0
0,5,0,1,1.0
1,0,0,1,1.0662
19,3,0,1,2.2129
16,3,0,1,1.0
13,4,0,1,1.3759
2,5,0,1,1.0
11,4,0,1,1.0
21,4,0,1,1.0
18,5,0,1,1.4741
15,1,0,1,1.0586
22,4,0,1,1.0745
20,4,0,1,2.2329
3,6,0,1,1.0
11,6,0,1,1.0
17,5,0,1,1.4011
4,0,0,1,1.0855
3,0,0,1,1.0484
18,0,1,1,1.1778
21,3,0,1,1.0513
20,2,0,1,2.1842
16,2,0,1,1.0436
14,2,0,1,1.1893
4,1,0,1,1.0243
23,2,0,1,1.0
3,4,0,1,1.0
21,2,0,1,1.0
20,4,0,1,2.4989
19,3,0,1,2.5516
20,0,0,1,2.3515
20,2,0,1,2.4111
10,1,0,1,2.2075
16,0,0,1,1.0415
14,0,0,1,1.4408
3,2,0,1,1.0
4,4,0,1,1.0
8,1,0,1,2.0256
17,2,0,1,2.4748
7,2,0,1,1.0
7,5,0,1,1.0
19,2,0,1,2.0156
10,4,0,1,1.9314
17,5,0,1,1.3726
6,5,0,1,1.0
14,1,0,1,1.2764
14,6,0,1,1.0
0,6,0,1,1.0
12,4,0,1,1.182
18,4,0,1,2.1097
16,3,0,1,1.0
20,3,0,1,1.8088
8,6,0,1,1.4015
16,2,0,1,1.0712
7,5,0,1,1.0
12,0,0,1,1.2902
13,6,0,1,1.0
16,3,0,1,1.0967
5,1,0,1,1.0237
15,2,0,1,1.0626
6,1,0,1,1.0
12,5,0,1,1.0103
23,5,0,1,1.0
0,0,0,1,1.0875
10,2,0,1,1.6684
20,1,0,1,2.242
12,1,0,1,1.3104
19,4,1,1,1.0
15,5,0,1,1.0
17,0,0,1,1.9035
3,0,0,1,1.0924
11,3,0,1,1.0178
19,5,0,1,1.3808
1,4,0,1,1.0
10,4,0,1,2.1541
1,1,0,1,1.007
4,4,0,1,1.0
7,2,0,1,1.0
7,4,0,1,1.0
10,0,0,1,1.9906
4,1,0,1,1.0571
13,4,0,1,1.2478
19,2,0,1,2.2795
12,1,0,1,1.2492
12,1,0,1,1.2796
23,5,0,1,1.0
5,1,1,1,1.0
1,0,0,1,1.0
15,5,0,1,1.0
16,0,1,1,1.0
16,4,0,1,1.0
4,0,1,1,1.0
20,6,0,1,1.7107
17,0,0,1,2.352
12,4,0,1,1.4076
8,4,0,1,1.961
17,3,0,1,2.3915
17,2,0,1,2.1541
20,0,0,1,2.0695
8,0,0,1,1.8802
22,0,0,1,1.0583
8,2,0,1,1.93
14,1,0,1,1.3898
10,0,0,1,1.6636
1,5,0,1,1.0
20,6,0,1,1.7599
8,5,0,1,1.3415
22,1,0,1,1.0663
1,0,0,1,1.0593
1,1,1,1,1.0
16,2,0,1,1.0178
7,1,0,1,1.0247
19,6,0,1,1.6099
3,4,0,1,1.0444
13,5,0,1,1.0
9,1,0,1,1.7001
16,0,0,1,1.0
18,3,0,1,2.4279
16,0,0,1,1.0
21,2,0,1,1.0907
10,1,0,1,1.8037
7,2,0,1,1.0
11,2,0,1,1.0
11,6,0,1,1.0
4,6,0,1,1.0
18,0,0,1,2.4059
8,1,0,1,2.1176
10,3,0,1,1.7858
3,4,0,1,1.0728
8,2,0,1,1.7111
1,1,0,1,1.0747
3,5,0,1,1.0
1,4,0,1,1.0579
16,6,0,1,1.0
16,0,0,1,1.0414
13,4,0,1,1.491
4,4,0,1,1.0
21,3,0,1,1.0
16,2,0,1,1.0
21,0,0,1,1.0759
16,1,0,1,1.0
15,6,0,1,1.0
20,6,0,1,1.3035
17,5,0,1,1.6071
15,6,0,1,1.0
22,3,0,1,1.0495
19,1,0,1,2.034
18,4,0,1,1.8638
7,5,0,1,1.0
5,4,0,1,1.0185
10,3,0,1,1.9169
16,5,0,1,1.0
10,0,0,1,1.6044
10,3,0,1,1.9835
12,0,0,1,1.318
22,6,0,1,1.0
10,3,0,1,1.7845
15,1,0,1,1.0
18,0,0,1,1.8428
1,5,0,1,1.0
7,2,0,1,1.0888
6,0,0,1,1.0
21,4,0,1,1.0
2,2,0,1,1.0
16,0,1,1,1.0
0,0,0,1,1.0113
21,1,0,1,1.0
21,2,0,1,1.0
6,0,0,1,1.0
22,0,0,1,1.0
4,4,0,1,1.0
2,4,0,1,1.066
3,2,0,1,1.0896
15,2,0,1,1.0475
15,5,0,1,1.0
2,3,1,1,1.0
11,0,0,1,1.0477
16,1,0,1,1.0
14,3,0,1,1.2048
12,6,0,1,1.0
16,2,0,1,1.0882
14,6,0,1,1.0
2,4,1,1,1.0
13,5,0,1,1.0
10,1,0,1,1.9064
10,1,0,1,2.1407
8,1,0,1,1.6752
23,0,0,1,1.0
17,5,0,1,1.7191
14,5,0,1,1.0
15,5,0,1,1.0
12,3,0,1,1.4303
20,2,0,1,1.8271
4,0,0,1,1.0174
17,4,0,1,2.0347
3,0,1,1,1.0
14,5,0,1,1.0
18,6,1,1,1.0
1,4,0,1,1.0
19,1,0,1,2.0782
14,5,0,1,1.0
10,4,0,1,2.0562
23,3,0,1,1.0848
20,2,0,1,2.4179
2,3,0,1,1.0
8,3,0,1,1.7227
14,0,0,1,1.2858
0,5,0,1,1.0
1,4,0,1,1.0733
0,6,0,1,1.0
19,3,0,1,1.8037
13,5,0,1,1.0
9,1,0,1,1.7247
9,6,1,1,1.0
21,0,0,1,1.0
23,5,0,1,1.0
14,2,0,1,1.3998
12,2,0,1,1.2208
13,0,0,1,1.2449
21,0,0,1,1.0
21,4,0,1,1.0285
12,0,0,1,1.4709
22,6,0,1,1.0
0,4,0,1,1.0407
10,0,0,1,1.9358
17,3,0,1,2.5054
18,4,0,1,1.8396
15,1,0,1,1.0
1,3,0,1,1.0073
14,3,0,1,1.2945
19,2,0,1,2.2786
8,0,0,1,1.9743
16,1,0,1,1.0661
10,5,0,1,1.451
3,2,0,1,1.0508
5,6,0,1,1.0
8,2,0,1,2.1447
1,6,0,1,1.0
14,6,0,1,1.0
23,2,0,1,1.0542
15,3,0,1,1.0
19,2,0,1,2.0322
19,3,0,1,2.0984
21,5,0,1,1.0
19,1,0,1,1.9822
7,2,0,1,1.0831
8,2,0,1,2.1159
4,5,0,1,1.0
0,4,0,1,1.0
22,3,0,1,1.0
19,6,0,1,1.4649
7,6,0,1,1.0
4,2,0,1,1.0309
22,5,0,1,1.0
2,4,0,1,1.0
7,0,0,1,1.0778
22,5,0,1,1.0
18,0,0,1,2.0083
0,1,0,1,1.0232
14,2,1,1,1.0
22,1,0,1,1.0948
16,5,0,1,1.0
19,3,0,1,2.0264
18,0,0,1,2.0713
19,1,0,1,2.2288
15,0,0,1,1.0
3,0,0,1,1.0012
8,5,0,1,1.4472
7,5,0,1,1.0
23,3,0,1,1.0437
17,1,0,1,2.0911
4,1,0,1,1.0
3,1,0,1,1.0417
22,5,0,1,1.0
6,1,0,1,1.0
19,0,0,1,2.3616
14,2,0,1,1.3802
12,4,0,1,1.4315
0,5,0,1,1.0
0,4,0,1,1.0504
16,6,0,1,1.0
4,0,0,1,1.0
6,6,0,1,1.0
15,3,0,1,1.0
7,2,0,1,1.0
20,4,0,1,1.9254
3,3,0,1,1.0
2,1,0,1,1.0068
23,0,0,1,1.0
12,5,0,1,1.0
5,4,0,1,1.0
21,4,0,1,1.0373
3,6,0,1,1.0
12,1,0,1,1.3732
2,3,0,1,1.0937
7,3,0,1,1.0084
8,5,0,1,1.364
17,2,0,1,2.4513
11,3,0,1,1.0727
14,6,0,1,1.0
18,4,0,1,1.7697
5,1,0,1,1.0
9,4,0,1,1.9635
22,3,0,1,1.0
3,1,0,1,1.0035
19,3,0,1,2.2315
18,0,0,1,2.1517
5,0,0,1,1.0
7,1,0,1,1.0
18,3,0,1,2.0844
18,2,0,1,2.1496
19,3,0,1,2.0101
7,3,0,1,1.055
22,1,1,1,1.0
15,0,0,1,1.0071
5,1,0,1,1.0625
1,2,0,1,1.0
19,1,1,1,1.0
8,3,0,1,1.9016
14,2,0,1,1.4178
7,5,0,1,1.0
11,4,0,1,1.0172
23,5,0,1,1.0
13,4,0,1,1.1249
11,4,0,1,1.0996
9,3,0,1,1.9534
15,4,0,1,1.0
4,6,0,1,1.0
9,3,0,1,1.7173
5,3,0,1,1.0
14,2,0,1,1.2972
18,3,0,1,2.3899
19,3,0,1,1.941
14,3,0,1,1.2999
14,6,0,1,1.0
0,3,0,1,1.0552
14,6,0,1,1.0
17,2,1,1,1.2591
23,3,0,1,1.0
14,6,0,1,1.0
18,2,0,1,2.0541
7,0,0,1,1.0291
21,3,0,1,1.0
19,1,0,1,2.2458
8,3,0,1,1.9527
14,2,0,1,1.2613
23,2,0,1,1.0
7,1,0,1,1.0342
1,3,1,1,1.0
20,3,0,1,2.1528
16,2,0,1,1.0
3,3,1,1,1.0
2,6,0,1,1.0
15,2,0,1,1.0004
4,2,0,1,1.0287
22,4,0,1,1.0441
8,2,0,1,1.7602
22,5,0,1,1.0
12,5,0,1,1.0
2,2,0,1,1.0009
19,1,0,1,2.0253
22,1,0,1,1.0
23,4,0,1,1.0
9,5,0,1,1.378
4,4,0,1,1.0
21,5,0,1,1.0
17,4,1,1,1.1611
21,0,0,1,1.0
11,3,0,1,1.0
13,6,0,1,1.0
9,1,0,1,2.0662
0,1,0,1,1.0447
5,1,0,1,1.0
2,3,1,1,1.0
18,6,0,1,1.1991
0,6,0,1,1.0
4,3,1,1,1.0
23,1,1,1,1.0
5,6,0,1,1.0
10,1,1,1,1.0
10,6,0,1,1.4137
15,4,0,1,1.0488
5,0,0,1,1.0
11,2,0,1,1.0
18,6,0,1,1.357
21,4,0,1,1.0
7,3,0,1,1.0
2,1,0,1,1.0824
7,2,0,1,1.0686
4,2,0,1,1.0677
15,4,0,1,1.0
18,6,0,1,1.3956
1,6,0,1,1.0
3,1,0,1,1.0
21,4,0,1,1.0
2,4,0,1,1.0227
5,5,0,1,1.0
2,2,0,1,1.0
20,2,0,1,2.2303
14,0,0,1,1.1914
10,2,0,1,1.9342
20,5,0,1,1.6759
13,1,0,1,1.1708
13,6,0,1,1.0
8,1,0,1,1.6889
23,1,0,1,1.0
6,5,0,1,1.0
1,4,0,1,1.028
6,4,0,1,1.0
15,4,0,1,1.0902
13,2,0,1,1.1805
7,1,0,1,1.0284
8,4,0,1,2.0107
6,4,0,1,1.0322
12,2,0,1,1.3107
13,6,0,1,1.0
0,2,0,1,1.0476
7,0,0,1,1.0866
1,0,0,1,1.0
10,0,0,1,1.5596
6,6,0,1,1.0
18,4,0,1,1.8436
21,2,0,1,1.0158
5,2,0,1,1.0228
1,4,0,1,1.0
22,6,0,1,1.0
8,1,0,1,1.6989
20,1,0,1,2.0978
13,6,0,1,1.0
17,3,0,1,2.1102
18,3,0,1,2.3136
16,6,0,1,1.0
16,4,0,1,1.0896
8,1,0,1,1.6917
10,0,0,1,1.585
3,6,0,1,1.0
17,4,0,1,1.9891
14,1,0,1,1.2551
1,1,0,1,1.0
14,2,0,1,1.3002
16,0,0,1,1.0441
8,6,0,1,1.205
7,4,0,1,1.0053
17,2,0,1,1.8219
7,3,0,1,1.0
15,1,0,1,1.0
5,3,0,1,1.0
0,2,0,1,1.0286
15,4,0,1,1.0
5,4,0,1,1.0
7,4,0,1,1.0915
20,6,1,1,1.0
23,2,0,1,1.0
0,0,0,1,1.0368
18,0,0,1,2.0817
9,4,0,1,1.9872
23,2,0,1,1.0
21,2,0,1,1.0
17,5,0,1,1.5916
19,2,0,1,2.1867
19,6,1,1,1.0
22,5,0,1,1.0
11,0,0,1,1.0
20,2,0,1,2.0302
8,3,0,1,1.8665
9,0,0,1,1.9281
13,0,1,1,1.0
13,2,0,1,1.3123
5,3,0,1,1.0029
7,4,0,1,1.075
6,1,0,1,1.0
22,4,0,1,1.0623
2,5,0,1,1.0
16,6,0,1,1.0
4,1,0,1,1.0329
21,0,0,1,1.0121
4,6,0,1,1.0
14,3,0,1,1.2522
18,2,0,1,2.4496
9,3,0,1,2.2449
20,3,0,1,2.1068
18,0,0,1,2.1802
3,4,0,1,1.0
20,5,0,1,1.5715
10,0,0,1,1.7445
9,1,0,1,1.884
3,2,0,1,1.0
14,3,0,1,1.4469
12,1,0,1,1.2407
8,3,0,1,1.9331
4,2,0,1,1.034
22,4,0,1,1.0508
2,1,0,1,1.0724
8,4,0,1,2.0051
2,2,0,1,1.0815
7,2,0,1,1.0
5,2,0,1,1.0
8,0,0,1,1.9939
4,6,0,1,1.0
14,3,0,1,1.2369
21,6,0,1,1.0
16,3,0,1,1.0725
6,4,0,1,1.0
2,2,0,1,1.0
8,5,0,1,1.5345
20,5,0,1,1.4789
6,1,0,1,1.0
14,3,0,1,1.2483
14,5,0,1,1.0
19,6,0,1,1.5241
4,2,0,1,1.0727
4,4,0,1,1.0738
11,2,0,1,1.0
15,2,0,1,1.0
17,3,0,1,1.8632
6,4,0,1,1.0
20,6,0,1,1.2826
5,3,0,1,1.0333
1,3,0,1,1.0
9,6,0,1,1.3042
0,2,0,1,1.0
11,4,1,1,1.0
17,1,0,1,2.2348
14,0,0,1,1.2057
0,2,0,1,1.0
8,5,0,1,1.3213
14,2,0,1,1.2372
9,0,0,1,2.126
16,1,0,1,1.0
18,4,0,1,2.2651
15,6,0,1,1.0
2,2,0,1,1.0468
6,2,0,1,1.0072
13,5,0,1,1.0
22,0,0,1,1.0982
11,5,0,1,1.0
13,3,0,1,1.4412
20,6,0,1,1.6433
17,1,0,1,2.0718
23,4,0,1,1.0
18,0,0,1,2.5107
15,0,0,1,1.0
12,3,0,1,1.4175
8,5,0,1,1.1724
6,5,0,1,1.0
5,0,0,1,1.0846
12,1,0,1,1.3093
0,1,0,1,1.0407
5,3,0,1,1.0
10,4,0,1,1.755
18,3,0,1,2.3652
19,0,0,1,1.9103
16,6,0,1,1.0
20,1,0,1,2.1617
22,2,0,1,1.0
17,2,0,1,2.2717
16,0,0,1,1.0618
16,2,0,1,1.024
18,1,0,1,2.2978
22,6,0,1,1.0
20,6,0,1,1.5673
0,0,0,1,1.0
15,5,0,1,1.0
8,3,0,1,1.5676
14,2,0,1,1.2846
6,4,0,1,1.0
15,2,0,1,1.0
15,2,0,1,1.0909
19,2,0,1,2.3859
13,2,0,1,1.4454
4,2,0,1,1.0
9,0,0,1,1.9079
5,4,0,1,1.0
15,6,0,1,1.0
4,2,0,1,1.0
11,2,0,1,1.0849
